Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Power_Supply_Type,Interlocking_Type,Communication_Link_Status,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Corridor_Criticality,Available_Block_Window_Hours,Overlapping_TRD_Request,Overlapping_Engineering_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Block_Conflict_Type,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
SMMS01389,UW-LPFK,UW,LPFK,85.27,Western Railway,Ratlam,Block Instrument,Block Instrument Failure,Low,Signal Failure Alarm,DC,RRI,Normal,25-10-2025,09-09-2026,10-09-2026,15-09-2026,6.8,5.5,90,14.9,12-09-2025,15,1,14,Branch,7.17,False,False,30.9,This Month,Monthly,5.5,No_Overlap,No,44.5,6.8,45.7,0.87
SMMS01390,RA-YYMD,RA,YYMD,92.11,South Central Railway,Guntakal,Track Circuit,Rail Bonding Fault,Medium,Datalogger Analysis,AC (25kV Signalling),EI,Normal,17-06-2026,04-09-2026,05-09-2026,08-09-2026,4.5,4.4,56,8.9,26-06-2026,15,2,10,Branch,14.21,False,True,62.1,This Month,Monthly,4.4,No_Overlap,Yes,43.2,4.5,43.7,0.79
SMMS01391,SG-JZJSW,SG,JZJSW,12.39,South Eastern Railway,Adra,Relay Interlocking,Relay Contact Failure,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),SSI,Down,12-04-2026,12-09-2026,13-09-2026,16-09-2026,7.5,5.8,60,5.3,26-01-2026,90,4,13,Branch,7.44,False,False,33.7,This Month,Monthly,5.8,Same_Division_Overlap,No,54.9,7.5,49.0,0.74
SMMS01392,THMYC-KEXNX,THMYC,KEXNX,70.18,Eastern Railway,Howrah,Signal Cable/Data Logger,Data Logger Fault,Medium,Preventive Test,AC (25kV Signalling),EI,Normal,11-03-2026,13-09-2026,13-09-2026,16-09-2026,5.7,7.7,60,14.4,22-06-2026,90,2,12,Trunk,6.62,False,False,37.7,This Week,Weekly,7.7,Same_Division_Overlap,No,57.7,5.7,58.0,0.67
SMMS01393,SBXAY-PJUPU,SBXAY,PJUPU,116.8,Eastern Railway,Malda,Signal Cable/Data Logger,Power Supply Fault,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,19-05-2026,03-09-2026,03-09-2026,06-09-2026,6.3,7.4,60,22.0,01-06-2026,30,3,11,Trunk,13.28,False,True,58.6,This Week,Weekly,7.4,Cross_Division_Overlap,Yes,56.1,6.3,59.7,0.81
SMMS01394,EZIM-KS,EZIM,KS,37.29,Central Railway,Solapur,Electronic Interlocking,EI Card Failure,Low,Datalogger Analysis,DC,EI,Normal,07-07-2026,08-09-2026,08-09-2026,13-09-2026,2.6,2.8,12,3.7,24-04-2026,180,0,3,Trunk,13.56,False,False,23.9,Programmed,Monthly,2.8,No_Overlap,No,22.8,2.6,24.1,0.63
SMMS01395,GQHG-PX,GQHG,PX,13.64,Central Railway,Solapur,Track Circuit,Track Circuit Failure,Critical,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,05-02-2026,04-09-2026,05-09-2026,06-09-2026,8.0,6.6,10,19.9,07-08-2025,30,4,17,Branch,8.98,False,False,44.6,Immediate,Weekly,6.6,Same_Division_Overlap,No,60.0,8.0,59.2,0.83
SMMS01396,KAA-JOFGM,KAA,JOFGM,114.1,South Central Railway,Vijayawada,Point Machine,Switch Blade Misalignment,Medium,Preventive Test,AC (25kV Signalling),RRI,Normal,09-04-2026,07-09-2026,07-09-2026,10-09-2026,6.0,6.7,60,1.3,04-08-2025,90,1,13,Branch,4.61,False,False,33.8,This Month,Monthly,6.7,No_Overlap,No,45.2,6.0,43.4,0.61
SMMS01397,ESKF-FO,ESKF,FO,68.34,Central Railway,Solapur,Track Circuit,Track Circuit Failure,High,Datalogger Analysis,AC (25kV Signalling),PI,Normal,13-06-2026,07-09-2026,08-09-2026,10-09-2026,7.0,5.9,30,4.6,24-07-2026,30,1,5,Trunk,7.53,True,False,68.9,This Month,Monthly,5.9,Same_Division_Overlap,Yes,52.1,7.0,57.8,0.69
SMMS01398,AEF-ZP,AEF,ZP,95.27,South Eastern Railway,Adra,Axle Counter,Axle Counter Malfunction,High,Preventive Test,AC (25kV Signalling),PI,Normal,18-04-2026,08-09-2026,08-09-2026,10-09-2026,3.3,4.6,30,11.1,25-03-2026,90,3,10,Trunk,11.09,False,False,38.4,This Week,Weekly,4.6,Cross_Division_Overlap,No,58.6,3.3,52.6,0.7
SMMS01399,WWLN-ADWZB,WWLN,ADWZB,116.8,Western Railway,Vadodara,Electronic Interlocking,Software/Data Fault,Medium,Preventive Test,AC (25kV Signalling),SSI,Normal,16-04-2026,15-09-2026,16-09-2026,19-09-2026,6.0,4.8,60,24.4,24-08-2025,15,3,12,Branch,11.8,False,False,20.2,This Month,Monthly,4.8,No_Overlap,No,52.9,6.0,50.7,0.75
SMMS01400,NHYJY-PWWC,NHYJY,PWWC,105.18,Western Railway,Vadodara,Relay Interlocking,Relay Contact Failure,Low,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,29-07-2026,12-09-2026,13-09-2026,18-09-2026,7.5,5.8,0,6.6,22-10-2025,15,2,6,Trunk,7.43,False,False,18.8,Programmed,Monthly,5.8,No_Overlap,No,22.4,7.5,35.2,0.99
SMMS01401,FVXX-ISZH,FVXX,ISZH,68.54,Northern Railway,Lucknow,Electronic Interlocking,EI Card Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,20-06-2026,03-09-2026,03-09-2026,06-09-2026,3.6,5.0,53,23.7,17-05-2026,30,0,3,Trunk,4.44,False,False,23.3,This Month,Monthly,5.0,No_Overlap,No,46.9,3.6,38.1,0.6
SMMS01402,KB-EG,KB,EG,84.08,Southern Railway,Chennai,Block Instrument,Block Instrument Failure,Medium,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,04-04-2026,14-09-2026,15-09-2026,18-09-2026,7.1,5.9,60,15.5,15-01-2026,180,0,1,Trunk,15.75,False,True,53.2,This Month,Monthly,5.9,No_Overlap,No,45.4,7.1,52.9,0.71
SMMS01403,QTC-OM,QTC,OM,55.8,Central Railway,Bhusawal,Block Instrument,Block Instrument Failure,High,Datalogger Analysis,AC (25kV Signalling),PI,Normal,14-06-2026,11-09-2026,12-09-2026,14-09-2026,7.2,6.9,30,13.1,20-03-2026,15,2,1,Trunk,7.96,True,False,54.9,This Month,Monthly,6.9,No_Overlap,No,52.5,7.2,51.8,0.79
SMMS01404,UOI-SMAAK,UOI,SMAAK,114.0,Eastern Railway,Malda,Signal Cable/Data Logger,Cable Insulation Fault,Medium,Datalogger Analysis,AC (25kV Signalling),PI,Normal,18-10-2025,04-09-2026,04-09-2026,07-09-2026,3.7,4.6,60,24.6,18-12-2025,30,3,17,Trunk,18.25,False,False,30.0,This Week,Weekly,4.6,No_Overlap,No,67.2,3.7,69.3,0.79
SMMS01405,SHVT-VQA,SHVT,VQA,82.4,Western Railway,Mumbai Central,Track Circuit,Rail Bonding Fault,Medium,Signal Failure Alarm,DC,SSI,Normal,03-08-2026,15-09-2026,15-09-2026,18-09-2026,2.1,3.0,9,13.8,08-11-2025,15,0,22,Trunk,7.97,False,False,31.1,This Month,Monthly,3.0,No_Overlap,No,41.4,2.1,33.4,0.81
SMMS01406,IF-UCBPE,IF,UCBPE,65.0,Northern Railway,Delhi,Block Instrument,Token Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Down,16-12-2025,07-09-2026,07-09-2026,10-09-2026,4.4,6.3,60,18.3,31-03-2026,30,1,16,Branch,4.98,False,False,24.6,This Week,Weekly,6.3,No_Overlap,No,59.4,4.4,60.7,0.76
SMMS01407,JNXW-LTENY,JNXW,LTENY,10.64,Eastern Railway,Malda,Relay Interlocking,Interlocking Logic Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,14-11-2025,04-09-2026,05-09-2026,08-09-2026,7.0,5.5,60,23.9,20-10-2025,90,1,4,Branch,17.77,True,False,58.7,This Month,Monthly,5.5,Cross_Division_Overlap,Yes,52.6,7.0,45.5,0.72
SMMS01408,DBZ-SFCL,DBZ,SFCL,83.28,South Eastern Railway,Kharagpur,Block Instrument,Token Fault,High,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,30-10-2025,05-09-2026,05-09-2026,07-09-2026,8.1,8.2,30,8.6,01-11-2025,15,1,5,Trunk,8.07,False,True,64.6,This Month,Monthly,8.2,Same_Division_Overlap,Yes,54.7,8.1,59.3,0.75
SMMS01409,IGK-DGH,IGK,DGH,50.28,Western Railway,Mumbai Central,Point Machine,Locking Fault,High,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,05-06-2026,07-09-2026,07-09-2026,09-09-2026,5.4,5.5,30,4.3,27-08-2026,15,1,15,Branch,10.43,False,False,40.6,This Month,Monthly,5.5,No_Overlap,No,46.3,5.4,54.6,0.68
SMMS01410,IP-VRQU,IP,VRQU,0.71,South Eastern Railway,Adra,Point Machine,Switch Blade Misalignment,Low,Preventive Test,AC (25kV Signalling),PI,Down,10-10-2025,16-09-2026,16-09-2026,21-09-2026,3.5,3.9,90,7.7,02-04-2026,15,0,17,Trunk,18.14,False,False,17.4,This Month,Monthly,3.9,Same_Division_Overlap,No,49.6,3.5,45.5,0.72
SMMS01411,BEIV-KUVB,BEIV,KUVB,99.67,Northern Railway,Moradabad,Relay Interlocking,Interlocking Logic Fault,Low,Datalogger Analysis,AC (25kV Signalling),PI,Normal,23-01-2026,09-09-2026,09-09-2026,14-09-2026,3.4,3.5,90,4.1,08-07-2026,180,1,5,Trunk,5.95,False,False,28.4,This Month,Monthly,3.5,Same_Division_Overlap,No,42.1,3.4,30.1,0.65
SMMS01412,WUI-ROGP,WUI,ROGP,65.8,Southern Railway,Tiruchirapalli,Electronic Interlocking,Software/Data Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),SSI,Degraded,29-08-2026,11-09-2026,11-09-2026,14-09-2026,4.4,6.2,0,10.0,05-06-2026,180,4,20,Trunk,15.0,False,False,29.8,This Month,Monthly,6.2,Same_Division_Overlap,No,44.5,4.4,40.7,0.83
SMMS01413,UGLLQ-CMV,UGLLQ,CMV,32.88,Northern Railway,Delhi,Level Crossing Interlocking,Approach Detection Fault,Low,Preventive Test,DC,PI,Degraded,08-07-2026,15-09-2026,15-09-2026,20-09-2026,3.4,4.8,11,11.3,17-08-2026,30,0,17,Branch,9.79,False,False,23.3,Programmed,Monthly,4.8,No_Overlap,No,27.1,3.4,16.5,0.7
SMMS01414,WE-CDBA,WE,CDBA,56.83,Northern Railway,Delhi,Axle Counter,Axle Counter Malfunction,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,24-07-2025,13-09-2026,13-09-2026,16-09-2026,6.7,7.3,60,24.6,10-09-2025,15,3,6,Trunk,12.73,False,True,56.4,This Month,Monthly,7.3,No_Overlap,Yes,54.9,6.7,50.9,0.85
SMMS01415,GMDFI-BWO,GMDFI,BWO,70.88,Eastern Railway,Howrah,Block Instrument,Block Instrument Failure,Critical,Preventive Test,IPS (Integrated Power Supply),EI,Degraded,06-08-2026,10-09-2026,11-09-2026,12-09-2026,10.5,8.8,10,21.5,01-04-2026,15,1,23,Branch,4.48,False,False,50.0,Immediate,Weekly,8.8,Same_Division_Overlap,No,68.0,10.5,69.6,0.66
SMMS01416,IEU-BDSD,IEU,BDSD,70.7,Southern Railway,Salem,Signal Cable/Data Logger,Cable Insulation Fault,Medium,Signal Failure Alarm,DC,PI,Down,09-07-2025,04-09-2026,04-09-2026,07-09-2026,4.0,4.3,60,5.7,27-04-2026,15,2,16,Trunk,16.63,False,False,31.9,This Week,Weekly,4.3,No_Overlap,No,57.0,4.0,65.7,0.88
SMMS01417,RUW-VFVWT,RUW,VFVWT,46.88,Western Railway,Vadodara,Point Machine,Point Machine Failure,High,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,19-05-2026,15-09-2026,16-09-2026,18-09-2026,10.2,9.2,30,15.8,10-08-2025,30,4,7,Trunk,8.98,True,False,62.3,This Week,Weekly,9.2,No_Overlap,Yes,61.6,10.2,54.8,0.89
SMMS01418,UTBZP-OTBI,UTBZP,OTBI,79.53,Eastern Railway,Malda,Block Instrument,Block Instrument Failure,Medium,Signal Failure Alarm,DC,EI,Normal,05-07-2025,04-09-2026,05-09-2026,08-09-2026,6.9,6.0,60,19.7,20-04-2026,30,1,19,Branch,13.82,False,False,28.9,This Month,Monthly,6.0,No_Overlap,No,54.5,6.9,60.9,0.77
SMMS01419,OZK-EPU,OZK,EPU,43.55,Central Railway,Bhusawal,Relay Interlocking,Cable Fault,High,Datalogger Analysis,AC (25kV Signalling),EI,Normal,25-05-2026,06-09-2026,06-09-2026,08-09-2026,6.6,7.3,30,1.6,14-12-2025,15,0,22,Branch,13.32,False,False,32.3,This Month,Monthly,7.3,No_Overlap,No,50.3,6.6,44.9,0.78
SMMS01420,LDR-XRR,LDR,XRR,69.94,Central Railway,Nagpur,Track Circuit,Track Circuit Failure,Medium,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Degraded,02-08-2025,16-09-2026,16-09-2026,19-09-2026,2.6,3.0,60,6.6,18-03-2026,180,2,14,Trunk,11.97,False,True,62.1,This Month,Monthly,3.0,No_Overlap,Yes,51.6,2.6,60.4,0.72
SMMS01421,VFX-ATQM,VFX,ATQM,106.86,Eastern Railway,Malda,Relay Interlocking,Cable Fault,High,Signal Failure Alarm,DC,PI,Normal,15-04-2026,16-09-2026,17-09-2026,19-09-2026,9.8,8.8,30,10.8,12-09-2025,30,1,10,Branch,12.68,False,False,38.4,This Month,Monthly,8.8,No_Overlap,No,49.5,9.8,51.0,0.79
SMMS01422,LQP-XOYZ,LQP,XOYZ,3.29,Southern Railway,Palakkad,Relay Interlocking,Relay Contact Failure,Critical,Preventive Test,DC,PI,Degraded,27-08-2026,05-09-2026,05-09-2026,06-09-2026,8.4,8.8,4,4.6,30-08-2026,180,3,14,Branch,16.72,False,False,52.9,Immediate,Weekly,8.8,No_Overlap,No,49.9,8.4,45.0,0.73
SMMS01423,USWGV-JZHU,USWGV,JZHU,103.79,Eastern Railway,Howrah,Relay Interlocking,Relay Contact Failure,Critical,Preventive Test,DC,EI,Normal,09-05-2026,11-09-2026,11-09-2026,12-09-2026,10.0,10.2,10,20.6,08-03-2026,15,2,8,Trunk,5.85,False,False,40.0,Immediate,Weekly,10.2,Same_Division_Overlap,No,65.1,10.0,60.6,0.81
SMMS01424,MMI-RXICJ,MMI,RXICJ,39.09,Central Railway,Nagpur,Electronic Interlocking,Software/Data Fault,Low,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Degraded,07-02-2026,10-09-2026,10-09-2026,15-09-2026,4.9,6.0,90,5.5,12-02-2026,180,2,15,Trunk,17.6,False,False,19.5,This Month,Monthly,6.0,Cross_Division_Overlap,No,52.6,4.9,61.4,0.77
SMMS01425,JZWC-TKLES,JZWC,TKLES,20.44,Western Railway,Vadodara,Axle Counter,Axle Counter Malfunction,Low,Visual Inspection,AC (25kV Signalling),EI,Normal,26-01-2026,16-09-2026,17-09-2026,22-09-2026,5.4,4.2,90,7.7,20-08-2026,90,1,22,Trunk,10.63,False,True,43.8,This Month,Monthly,4.2,No_Overlap,No,54.5,5.4,57.7,0.56
SMMS01426,KJX-ZVT,KJX,ZVT,65.05,South Eastern Railway,Kharagpur,Track Circuit,Track Circuit Failure,Critical,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,26-02-2026,06-09-2026,07-09-2026,08-09-2026,9.5,9.0,10,9.4,21-03-2026,90,2,10,Trunk,14.44,False,False,35.8,Immediate,Weekly,9.0,Same_Division_Overlap,No,61.0,9.5,64.1,0.87
SMMS01427,ALET-KFHN,ALET,KFHN,106.73,South Eastern Railway,Ranchi,Signal Cable/Data Logger,Power Supply Fault,High,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,26-09-2025,05-09-2026,05-09-2026,07-09-2026,5.6,7.5,30,15.5,17-04-2026,90,0,24,Trunk,14.68,False,False,35.8,This Week,Weekly,7.5,Same_Division_Overlap,No,59.5,5.6,46.6,0.64
SMMS01428,LNMJF-BVIMZ,LNMJF,BVIMZ,89.92,Southern Railway,Salem,Electronic Interlocking,Software/Data Fault,Critical,Preventive Test,IPS (Integrated Power Supply),PI,Normal,19-05-2026,06-09-2026,06-09-2026,07-09-2026,8.4,8.6,10,8.1,31-05-2026,30,4,6,Trunk,16.31,False,False,35.7,Immediate,Weekly,8.6,No_Overlap,No,61.3,8.4,57.1,0.78
SMMS01429,VYXZ-HWBJD,VYXZ,HWBJD,7.49,South Central Railway,Guntur,Point Machine,Switch Blade Misalignment,Medium,Datalogger Analysis,DC,EI,Normal,08-06-2026,14-09-2026,14-09-2026,17-09-2026,5.3,5.5,60,17.5,17-03-2026,180,3,14,Trunk,8.11,True,False,55.6,This Week,Weekly,5.5,Cross_Division_Overlap,Yes,57.7,5.3,53.2,0.7
SMMS01430,MNNBL-OKPFA,MNNBL,OKPFA,118.88,South Central Railway,Guntur,Relay Interlocking,Relay Contact Failure,Low,Datalogger Analysis,DC,SSI,Normal,25-08-2026,09-09-2026,10-09-2026,15-09-2026,2.7,2.1,0,10.9,15-10-2025,30,1,16,Trunk,5.75,False,False,19.7,Programmed,Monthly,2.1,No_Overlap,No,22.7,2.7,25.7,0.91
SMMS01431,FNYA-FEHC,FNYA,FEHC,53.0,Northern Railway,Ferozpur,Relay Interlocking,Relay Contact Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),EI,Degraded,28-01-2026,07-09-2026,08-09-2026,11-09-2026,3.9,3.2,60,13.1,19-04-2026,90,2,5,Trunk,5.28,False,False,35.2,This Month,Monthly,3.2,No_Overlap,No,52.1,3.9,53.9,0.7
SMMS01432,AQFJ-BQPF,AQFJ,BQPF,105.39,Central Railway,Pune,Point Machine,Switch Blade Misalignment,Critical,Preventive Test,DC,EI,Normal,02-06-2026,14-09-2026,14-09-2026,15-09-2026,10.4,10.4,10,7.3,12-02-2026,15,2,10,Trunk,2.54,True,False,76.8,Immediate,Weekly,10.4,No_Overlap,Yes,59.5,10.4,65.0,0.82
SMMS01433,DBI-DSSFO,DBI,DSSFO,91.42,Northern Railway,Ferozpur,Relay Interlocking,Interlocking Logic Fault,Low,Preventive Test,DC,RRI,Normal,28-02-2026,07-09-2026,07-09-2026,12-09-2026,1.8,2.0,90,17.2,07-12-2025,90,2,6,Trunk,8.66,False,False,32.6,This Week,Weekly,2.0,No_Overlap,No,55.0,1.8,38.6,0.64
SMMS01434,LKD-JKMM,LKD,JKMM,61.07,South Central Railway,Guntakal,Level Crossing Interlocking,Approach Detection Fault,Medium,Visual Inspection,DC,PI,Down,05-08-2025,14-09-2026,14-09-2026,17-09-2026,4.0,5.7,60,3.7,16-06-2026,15,2,21,Trunk,11.97,False,True,54.8,This Week,Weekly,5.7,No_Overlap,No,57.8,4.0,51.4,0.79
SMMS01435,QMN-CREJ,QMN,CREJ,100.75,Southern Railway,Salem,Axle Counter,Axle Counter Malfunction,Low,Preventive Test,AC (25kV Signalling),EI,Normal,22-11-2025,12-09-2026,12-09-2026,17-09-2026,3.5,4.4,90,5.7,13-12-2025,30,3,8,Trunk,2.63,False,False,17.6,This Month,Monthly,4.4,No_Overlap,No,50.8,3.5,52.9,0.72
SMMS01436,MH-XGIU,MH,XGIU,89.44,South Central Railway,Nanded,Axle Counter,Axle Counter Malfunction,Medium,Visual Inspection,AC (25kV Signalling),PI,Normal,17-02-2026,05-09-2026,05-09-2026,08-09-2026,3.9,5.5,60,24.7,01-01-2026,30,1,16,Trunk,10.47,False,True,55.9,This Week,Weekly,5.5,Cross_Division_Overlap,Yes,56.7,3.9,47.4,0.73
SMMS01437,EC-EKBKM,EC,EKBKM,44.59,Southern Railway,Palakkad,Electronic Interlocking,Object Controller Fault,Medium,Visual Inspection,DC,RRI,Normal,18-06-2026,06-09-2026,07-09-2026,10-09-2026,4.9,4.3,55,23.3,18-08-2025,15,1,10,Trunk,10.05,True,False,55.8,This Month,Monthly,4.3,No_Overlap,Yes,53.3,4.9,57.3,0.65
SMMS01438,WB-MYD,WB,MYD,86.92,South Eastern Railway,Kharagpur,Signal Cable/Data Logger,Cable Insulation Fault,High,Signal Failure Alarm,IPS (Integrated Power Supply),SSI,Normal,16-04-2026,08-09-2026,08-09-2026,10-09-2026,6.6,7.4,30,15.4,27-01-2026,30,2,15,Trunk,10.3,False,False,44.5,This Week,Weekly,7.4,No_Overlap,No,60.4,6.6,50.7,0.9
SMMS01439,CUS-LR,CUS,LR,8.7,South Central Railway,Vijayawada,Point Machine,Point Machine Failure,High,Preventive Test,AC (25kV Signalling),RRI,Normal,25-09-2025,03-09-2026,03-09-2026,05-09-2026,5.0,5.4,30,1.9,12-12-2025,180,0,4,Trunk,15.53,False,False,30.0,This Month,Monthly,5.4,Cross_Division_Overlap,No,46.9,5.0,42.3,0.6
SMMS01440,ZAN-OSVM,ZAN,OSVM,1.6,Southern Railway,Salem,Axle Counter,Axle Counter Malfunction,High,Signal Failure Alarm,DC,PI,Normal,26-04-2026,13-09-2026,13-09-2026,15-09-2026,5.2,7.3,30,24.3,17-03-2026,180,4,21,Trunk,17.85,False,False,44.4,This Week,Weekly,7.3,No_Overlap,No,61.9,5.2,67.7,0.74
SMMS01441,NLR-HTGK,NLR,HTGK,32.81,Southern Railway,Tiruchirapalli,Axle Counter,Axle Counter Malfunction,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),SSI,Normal,30-03-2026,07-09-2026,08-09-2026,11-09-2026,6.8,6.4,60,19.8,26-12-2025,15,1,19,Trunk,7.37,False,False,39.9,This Month,Monthly,6.4,Cross_Division_Overlap,No,52.8,6.8,52.0,0.69
SMMS01442,YJYK-II,YJYK,II,75.4,Eastern Railway,Howrah,Relay Interlocking,Relay Contact Failure,Low,Visual Inspection,AC (25kV Signalling),EI,Normal,25-02-2026,06-09-2026,06-09-2026,11-09-2026,2.4,3.1,90,11.7,11-01-2026,30,4,11,Trunk,1.66,True,False,57.5,This Month,Monthly,3.1,No_Overlap,Yes,52.8,2.4,49.0,0.67
SMMS01443,BFRF-CIZ,BFRF,CIZ,20.02,Southern Railway,Salem,Level Crossing Interlocking,Signal Lamp Failure,High,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Degraded,28-07-2025,12-09-2026,13-09-2026,15-09-2026,5.4,5.0,30,6.1,11-11-2025,30,2,3,Branch,18.84,False,True,72.0,This Month,Monthly,5.0,No_Overlap,Yes,49.1,5.4,45.1,0.87
SMMS01444,HQQ-ZHISY,HQQ,ZHISY,96.87,South Central Railway,Vijayawada,Point Machine,Locking Fault,Medium,Datalogger Analysis,AC (25kV Signalling),EI,Normal,13-04-2026,06-09-2026,07-09-2026,10-09-2026,8.1,7.2,60,17.9,07-02-2026,30,2,10,Branch,5.14,False,False,26.1,This Month,Monthly,7.2,No_Overlap,No,52.1,8.1,63.2,0.89
SMMS01445,QI-CE,QI,CE,42.0,Northern Railway,Ferozpur,Signal Cable/Data Logger,Data Logger Fault,High,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,17-07-2026,05-09-2026,05-09-2026,07-09-2026,6.9,7.3,30,9.1,28-05-2026,90,1,6,Trunk,18.04,False,False,35.7,This Month,Monthly,7.3,No_Overlap,No,51.2,6.9,60.7,0.72
SMMS01446,VM-IRR,VM,IRR,30.62,Central Railway,Solapur,Axle Counter,Wheel Sensor Fault,Low,Preventive Test,DC,RRI,Normal,06-06-2026,13-09-2026,13-09-2026,18-09-2026,5.4,6.0,43,21.2,11-09-2025,30,3,11,Branch,14.79,True,False,52.5,Programmed,Monthly,6.0,Same_Division_Overlap,No,33.9,5.4,32.9,0.75
SMMS01447,AUU-NUB,AUU,NUB,41.15,South Eastern Railway,Ranchi,Axle Counter,Wheel Sensor Fault,Critical,Visual Inspection,AC (25kV Signalling),EI,Degraded,17-06-2026,05-09-2026,06-09-2026,07-09-2026,10.2,8.6,10,16.1,09-03-2026,15,1,5,Trunk,9.02,False,False,33.1,Immediate,Weekly,8.6,No_Overlap,No,60.9,10.2,57.5,0.72
SMMS01448,SLON-GFJ,SLON,GFJ,43.03,Southern Railway,Palakkad,Track Circuit,Rail Bonding Fault,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),SSI,Normal,14-04-2026,05-09-2026,05-09-2026,08-09-2026,3.5,3.9,60,8.1,28-06-2026,15,3,5,Branch,11.65,False,False,27.6,This Month,Monthly,3.9,Same_Division_Overlap,No,49.8,3.5,53.3,0.79
SMMS01449,WJQP-NNMX,WJQP,NNMX,107.08,Northern Railway,Ambala,Level Crossing Interlocking,LC Gate Interlocking Fault,Critical,Visual Inspection,DC,RRI,Normal,23-10-2025,14-09-2026,15-09-2026,16-09-2026,7.5,6.6,10,17.6,08-04-2026,30,2,19,Trunk,6.14,False,True,62.4,Immediate,Weekly,6.6,No_Overlap,Yes,63.6,7.5,55.8,0.99
SMMS01450,LFSC-DD,LFSC,DD,80.96,Central Railway,Solapur,Electronic Interlocking,Software/Data Fault,Low,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,07-04-2026,12-09-2026,13-09-2026,18-09-2026,2.5,2.3,90,23.4,30-05-2026,180,2,18,Trunk,15.21,False,True,51.7,This Week,Weekly,2.3,No_Overlap,No,56.1,2.5,56.2,0.8
SMMS01451,DUR-RZD,DUR,RZD,37.02,Central Railway,Bhusawal,Track Circuit,Low Voltage/Shunt Fault,Low,Datalogger Analysis,AC (25kV Signalling),EI,Degraded,07-06-2026,05-09-2026,06-09-2026,11-09-2026,4.2,4.1,42,13.4,30-07-2026,180,2,20,Trunk,2.98,True,False,44.6,This Month,Monthly,4.1,No_Overlap,No,42.1,4.2,39.4,0.76
SMMS01452,POJJ-NJ,POJJ,NJ,13.77,South Eastern Railway,Kharagpur,Axle Counter,Axle Counter Malfunction,High,Signal Failure Alarm,DC,PI,Degraded,07-10-2025,16-09-2026,17-09-2026,19-09-2026,6.2,6.0,30,14.0,24-07-2026,30,0,7,Trunk,13.39,False,False,34.3,This Month,Monthly,6.0,No_Overlap,No,54.6,6.2,58.0,0.78
SMMS01453,OG-HTK,OG,HTK,81.6,South Eastern Railway,Kharagpur,Level Crossing Interlocking,LC Gate Interlocking Fault,Medium,Preventive Test,IPS (Integrated Power Supply),PI,Normal,23-08-2025,16-09-2026,17-09-2026,20-09-2026,5.2,4.8,60,18.9,16-10-2025,180,1,9,Trunk,18.31,False,True,55.4,This Week,Weekly,4.8,No_Overlap,Yes,56.0,5.2,56.3,0.6
SMMS01454,TTQF-UQ,TTQF,UQ,54.88,South Central Railway,Secunderabad,Electronic Interlocking,EI Card Failure,High,Signal Failure Alarm,DC,SSI,Degraded,09-08-2025,14-09-2026,15-09-2026,17-09-2026,6.4,5.2,30,17.0,21-08-2025,90,1,4,Trunk,13.13,False,True,68.2,This Week,Weekly,5.2,No_Overlap,Yes,58.8,6.4,65.8,0.72
SMMS01455,AH-HSEXU,AH,HSEXU,66.41,South Central Railway,Guntakal,Point Machine,Point Machine Failure,Medium,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Normal,21-01-2026,14-09-2026,15-09-2026,18-09-2026,5.2,4.0,60,15.2,21-02-2026,90,4,23,Trunk,4.82,False,False,31.0,This Week,Weekly,4.0,No_Overlap,No,56.3,5.2,58.8,0.74
